From,To,Type,Stype
305,288,3,I
190,216,4,Dy
207,221,4,Dy
349,348,1,As
352,34,4,Dy
363,24,4,Dy
95,117,1,As
360,359,1,As
361,16,4,Dy
176,189,4,Dy
266,223,4,Dy
38,166,4,Dy
264,168,1,As
98,113,1,As
182,13,4,Dy
265,238,4,Dy
271,291,1,As
192,189,4,Dy
164,219,1,As
40,24,4,Dy
98,250,4,Dy
212,254,4,Dy
264,168,4,Dy
230,238,4,Dy
214,165,4,Dy
158,16,4,Dy
176,17,4,Dy
176,183,4,Dy
102,321,1,As
25,288,4,Dy
34,321,1,As
187,3,4,Dy
87,122,1,As
29,43,4,Dy
90,82,4,Dy
333,329,1,As
7,27,4,Dy
227,192,4,Dy
243,221,4,Dy
161,254,4,Dy
305,288,4,Dy
278,291,1,As
19,165,4,Dy
98,189,4,Dy
175,34,4,Dy
163,288,1,As
2,1,1,As
266,305,4,Dy
182,288,1,As
91,359,4,Dy
157,288,1,As
68,306,4,Dy
270,254,4,Dy
352,15,4,Dy
55,56,1,As
275,285,1,As
32,17,4,Dy
19,168,4,Dy
34,11,4,Dy
267,168,4,Dy
180,306,4,Dy
161,21,4,Dy
221,11,1,As
190,10,1,As
219,254,4,Dy
152,189,4,Dy
210,216,4,Dy
229,305,4,Dy
227,244,4,Dy
25,10,4,Dy
34,24,4,Dy
228,308,4,Dy
35,11,4,Dy
222,223,1,As
179,181,2,Ag
183,216,4,Dy
69,166,4,Dy
231,171,4,Dy
279,267,4,Dy
181,291,2,Ag
104,329,1,As
182,250,4,Dy
275,188,4,Dy
226,254,4,Dy
87,122,4,Dy
34,26,4,Dy
163,15,3,I
208,258,1,As
223,250,4,Dy
232,321,1,As
364,353,1,As
233,293,4,Dy
33,3,4,Dy
302,13,4,Dy
205,118,1,As
121,205,4,Dy
38,39,4,Dy
163,214,4,Dy
143,319,1,As
42,26,1,As
4,7,1,As
182,288,4,Dy
287,257,4,Dy
211,212,1,As
286,9,1,As
265,168,4,Dy
68,63,1,As
264,272,1,As
97,113,1,As
214,2,4,Dy
299,305,4,Dy
68,11,4,Dy
76,75,1,As
180,26,4,Dy
220,19,1,As
35,183,4,Dy
243,250,4,Dy
42,293,4,Dy
38,221,4,Dy
38,172,4,Dy
274,293,4,Dy
170,82,1,As
361,17,4,Dy
295,26,4,Dy
33,248,4,Dy
34,306,4,Dy
223,188,4,Dy
365,348,3,I
285,264,4,Dy
272,281,1,As
266,172,4,Dy
263,165,4,Dy
175,321,1,As
182,15,4,Dy
275,262,4,Dy
31,257,4,Dy
176,321,1,As
275,272,1,As
35,238,4,Dy
285,270,4,Dy
309,257,4,Dy
226,166,4,Dy
324,321,1,As
163,15,4,Dy
9,0,3,I
302,13,1,As
182,219,1,As
101,85,3,I
282,276,4,Dy
208,216,4,Dy
179,168,4,Dy
157,288,4,Dy
36,288,1,As
293,288,4,Dy
223,225,4,Dy
266,13,4,Dy
299,191,4,Dy
177,26,4,Dy
275,250,4,Dy
346,27,4,Dy
182,219,4,Dy
183,258,1,As
266,221,4,Dy
299,305,3,I
264,285,1,As
293,288,3,I
35,24,4,Dy
36,214,4,Dy
98,35,1,As
163,156,4,Dy
192,167,4,Dy
176,166,4,Dy
219,166,4,Dy
270,2,4,Dy
140,118,4,Dy
300,256,1,As
73,72,4,Dy
76,321,1,As
170,212,1,As
68,329,1,As
207,168,4,Dy
170,3,4,Dy
212,183,4,Dy
169,162,1,As
98,35,4,Dy
38,13,4,Dy
176,254,4,Dy
294,250,4,Dy
69,254,4,Dy
152,21,4,Dy
176,291,2,Ag
243,168,4,Dy
32,321,1,As
228,21,4,Dy
316,321,1,As
232,350,4,Dy
267,272,1,As
366,308,4,Dy
238,288,3,I
199,200,1,As
312,21,4,Dy
230,288,1,As
175,172,4,Dy
185,82,1,As
263,238,4,Dy
66,329,1,As
311,350,4,Dy
264,188,4,Dy
312,11,4,Dy
222,82,1,As
29,15,4,Dy
75,257,1,As
303,75,1,As
68,147,4,Dy
310,34,4,Dy
31,15,4,Dy
272,284,4,Dy
25,244,4,Dy
175,350,4,Dy
121,35,4,Dy
36,288,4,Dy
161,189,4,Dy
305,290,3,I
113,24,4,Dy
182,291,2,Ag
263,183,4,Dy
268,189,4,Dy
296,1,1,As
69,2,4,Dy
109,120,1,As
20,192,4,Dy
349,365,4,Dy
182,165,4,Dy
265,165,4,Dy
181,288,1,As
210,205,4,Dy
309,27,4,Dy
195,321,1,As
302,172,4,Dy
282,278,4,Dy
277,183,4,Dy
262,253,4,Dy
102,121,1,As
366,348,1,As
295,293,4,Dy
327,326,3,I
229,16,4,Dy
7,291,2,Ag
61,329,1,As
42,43,4,Dy
192,171,4,Dy
302,221,4,Dy
223,168,4,Dy
163,182,1,As
312,26,4,Dy
233,26,4,Dy
150,291,1,As
242,255,1,As
266,39,4,Dy
230,188,4,Dy
350,239,4,Dy
306,288,3,I
274,165,4,Dy
38,39,1,As
121,35,1,As
220,24,4,Dy
176,2,4,Dy
267,165,4,Dy
33,350,4,Dy
7,15,4,Dy
88,35,4,Dy
182,188,4,Dy
152,167,4,Dy
263,168,4,Dy
238,369,2,Ag
191,59,4,Dy
212,257,4,Dy
163,165,4,Dy
222,223,4,Dy
232,228,1,As
8,308,4,Dy
163,288,4,Dy
261,219,4,Dy
270,166,4,Dy
162,24,4,Dy
167,288,3,I
28,118,1,As
186,137,1,As
91,109,1,As
42,43,1,As
179,26,4,Dy
335,326,1,As
34,19,1,As
13,288,4,Dy
273,166,4,Dy
45,52,1,As
275,257,4,Dy
262,167,4,Dy
19,11,1,As
184,146,1,As
265,26,4,Dy
263,11,4,Dy
295,127,1,As
261,288,1,As
267,188,4,Dy
13,288,3,I
179,250,4,Dy
189,214,4,Dy
192,244,4,Dy
195,194,1,As
159,160,2,Ag
152,171,4,Dy
170,34,4,Dy
94,121,1,As
177,165,4,Dy
189,288,3,I
222,3,4,Dy
18,19,1,As
69,191,4,Dy
265,250,4,Dy
13,24,4,Dy
185,3,4,Dy
68,292,1,As
19,238,4,Dy
34,165,4,Dy
36,165,4,Dy
181,254,4,Dy
279,265,4,Dy
229,166,4,Dy
212,293,4,Dy
205,238,4,Dy
269,233,4,Dy
264,284,3,I
140,113,1,As
191,214,4,Dy
343,346,1,As
361,15,4,Dy
36,168,4,Dy
98,40,4,Dy
227,26,4,Dy
161,258,1,As
210,82,4,Dy
20,257,4,Dy
311,17,4,Dy
341,348,1,As
161,26,4,Dy
231,189,4,Dy
169,15,4,Dy
207,26,4,Dy
232,248,4,Dy
85,295,4,Dy
210,253,4,Dy
157,166,4,Dy
210,122,4,Dy
302,39,4,Dy
19,143,1,As
32,350,4,Dy
180,189,4,Dy
218,2,4,Dy
232,248,3,I
9,288,3,I
29,24,4,Dy
205,288,1,As
311,82,1,As
29,288,4,Dy
118,26,4,Dy
218,254,4,Dy
7,4,1,As
152,223,4,Dy
19,11,4,Dy
275,269,4,Dy
7,17,4,Dy
219,191,4,Dy
312,238,4,Dy
76,317,1,As
305,291,1,As
38,9,4,Dy
34,168,4,Dy
97,98,1,As
35,118,1,As
191,288,3,I
98,21,4,Dy
219,305,4,Dy
176,15,3,I
366,258,1,As
253,251,1,As
179,293,4,Dy
359,347,1,As
278,288,4,Dy
311,3,4,Dy
346,343,1,As
42,257,4,Dy
181,166,4,Dy
275,284,1,As
161,306,4,Dy
169,27,4,Dy
232,291,2,Ag
215,212,1,As
210,189,4,Dy
262,171,4,Dy
231,253,4,Dy
274,168,4,Dy
20,165,4,Dy
98,216,4,Dy
88,295,4,Dy
103,113,1,As
68,296,1,As
19,291,2,Ag
312,168,4,Dy
95,122,4,Dy
205,288,4,Dy
148,329,1,As
169,257,4,Dy
227,189,4,Dy
227,10,4,Dy
277,293,4,Dy
273,2,4,Dy
100,120,1,As
177,250,4,Dy
262,10,4,Dy
296,297,1,As
266,9,4,Dy
184,257,4,Dy
205,306,4,Dy
192,191,4,Dy
210,212,1,As
153,214,4,Dy
25,221,4,Dy
35,146,1,As
119,113,1,As
175,248,4,Dy
192,305,4,Dy
243,293,4,Dy
295,168,4,Dy
158,257,4,Dy
36,291,1,As
95,321,1,As
205,24,4,Dy
32,3,4,Dy
263,165,1,As
230,250,4,Dy
295,21,4,Dy
346,17,4,Dy
19,15,3,I
352,17,4,Dy
229,2,4,Dy
302,212,1,As
20,21,4,Dy
68,238,4,Dy
163,183,4,Dy
214,305,4,Dy
277,285,1,As
304,255,1,As
156,167,4,Dy
341,365,4,Dy
33,34,4,Dy
161,160,1,As
229,221,4,Dy
232,227,1,As
101,109,1,As
19,15,4,Dy
302,253,4,Dy
34,238,4,Dy
215,216,4,Dy
311,321,1,As
98,306,4,Dy
35,244,4,Dy
38,191,4,Dy
232,34,4,Dy
46,53,1,As
233,189,4,Dy
256,255,2,Ag
161,24,4,Dy
192,13,4,Dy
156,171,4,Dy
243,369,1,As
214,191,4,Dy
295,257,4,Dy
302,219,1,As
95,82,4,Dy
218,166,4,Dy
186,82,1,As
90,330,3,I
350,291,1,As
118,189,4,Dy
156,21,4,Dy
274,21,4,Dy
229,254,4,Dy
227,82,1,As
192,13,3,I
87,35,4,Dy
157,2,4,Dy
170,350,4,Dy
233,10,4,Dy
187,192,1,As
223,219,4,Dy
175,13,4,Dy
90,120,1,As
208,212,1,As
233,250,4,Dy
266,191,4,Dy
226,2,4,Dy
39,166,4,Dy
62,329,1,As
76,131,1,As
91,348,4,Dy
312,306,3,I
207,293,4,Dy
38,305,4,Dy
35,306,4,Dy
264,250,4,Dy
106,105,1,As
294,288,1,As
101,62,1,As
28,288,4,Dy
269,288,1,As
177,189,4,Dy
262,221,4,Dy
68,244,4,Dy
192,9,4,Dy
268,26,4,Dy
80,59,4,Dy
36,37,4,Dy
222,212,4,Dy
312,306,4,Dy
8,2,1,As
363,347,3,I
52,12,1,As
270,37,4,Dy
34,21,4,Dy
68,297,3,I
310,248,4,Dy
361,34,4,Dy
182,17,4,Dy
219,288,1,As
148,86,1,As
273,254,4,Dy
118,253,4,Dy
273,183,4,Dy
175,167,4,Dy
274,188,1,As
269,168,4,Dy
161,168,4,Dy
34,182,4,Dy
165,321,1,As
7,3,4,Dy
341,347,3,I
34,288,1,As
130,131,1,As
223,26,4,Dy
212,244,3,I
261,280,1,As
175,9,4,Dy
176,165,4,Dy
30,308,4,Dy
177,179,1,As
321,109,1,As
40,23,1,As
210,26,4,Dy
7,5,1,As
311,15,4,Dy
2,288,3,I
260,284,3,I
129,131,1,As
243,321,1,As
182,26,4,Dy
13,291,1,As
106,321,1,As
7,3,3,I
25,183,4,Dy
216,254,4,Dy
205,166,4,Dy
227,257,4,Dy
223,293,4,Dy
350,82,3,I
36,44,4,Dy
74,258,1,As
349,82,1,As
19,319,1,As
302,188,4,Dy
275,293,4,Dy
32,257,4,Dy
255,258,2,Ag
31,17,4,Dy
40,291,1,As
148,243,1,As
269,165,4,Dy
233,188,4,Dy
162,214,4,Dy
348,354,1,As
261,165,4,Dy
265,21,4,Dy
186,257,4,Dy
275,13,4,Dy
80,77,1,As
240,241,1,As
302,167,4,Dy
279,278,4,Dy
295,250,4,Dy
152,253,4,Dy
349,354,1,As
28,44,4,Dy
46,118,1,As
302,9,4,Dy
94,85,3,I
261,168,4,Dy
269,280,1,As
352,321,1,As
25,305,4,Dy
190,191,1,As
274,188,4,Dy
170,17,4,Dy
287,291,1,As
253,255,2,Ag
295,167,4,Dy
156,168,4,Dy
163,11,4,Dy
30,146,1,As
365,258,1,As
212,244,4,Dy
273,191,4,Dy
273,305,4,Dy
182,143,1,As
25,191,4,Dy
163,2,4,Dy
227,27,4,Dy
39,191,4,Dy
49,50,1,As
18,219,4,Dy
186,27,4,Dy
216,2,4,Dy
150,288,4,Dy
36,238,4,Dy
361,82,1,As
88,109,1,As
157,191,4,Dy
36,24,4,Dy
269,40,4,Dy
38,244,4,Dy
323,326,1,As
3,82,3,I
221,288,3,I
229,244,4,Dy
258,257,4,Dy
233,167,4,Dy
329,70,4,Dy
5,7,1,As
227,16,4,Dy
335,327,4,Dy
157,254,4,Dy
223,13,4,Dy
274,189,4,Dy
302,250,4,Dy
137,136,1,As
308,82,3,I
277,10,4,Dy
10,24,4,Dy
78,258,1,As
229,308,4,Dy
89,321,1,As
229,156,4,Dy
95,92,3,I
266,244,4,Dy
76,137,1,As
39,183,4,Dy
340,354,2,Ag
182,321,1,As
228,210,4,Dy
216,306,4,Dy
162,15,4,Dy
296,255,1,As
20,231,4,Dy
312,165,4,Dy
117,321,1,As
274,250,4,Dy
51,54,2,Ag
170,291,2,Ag
163,306,4,Dy
243,26,4,Dy
296,300,1,As
270,288,1,As
218,221,4,Dy
179,189,4,Dy
295,171,4,Dy
254,288,3,I
223,172,4,Dy
19,306,4,Dy
361,3,4,Dy
118,165,4,Dy
35,140,1,As
180,168,4,Dy
282,267,4,Dy
187,24,4,Dy
270,165,4,Dy
40,258,1,As
266,161,1,As
296,298,1,As
189,59,4,Dy
97,205,4,Dy
293,305,1,As
20,168,4,Dy
232,223,4,Dy
228,11,4,Dy
98,24,4,Dy
164,10,1,As
232,233,4,Dy
31,321,1,As
158,82,1,As
295,188,4,Dy
367,243,1,As
176,15,4,Dy
157,305,4,Dy
243,13,4,Dy
361,350,3,I
180,165,4,Dy
186,16,4,Dy
360,321,1,As
227,172,4,Dy
31,291,1,As
180,181,2,Ag
312,288,1,As
150,35,4,Dy
186,350,4,Dy
175,171,4,Dy
104,35,4,Dy
29,291,1,As
36,306,4,Dy
361,350,4,Dy
158,233,4,Dy
337,16,4,Dy
349,15,4,Dy
265,239,4,Dy
176,288,4,Dy
310,16,4,Dy
227,171,4,Dy
152,26,4,Dy
184,27,4,Dy
335,109,1,As
227,350,4,Dy
346,245,3,I
264,293,4,Dy
192,172,4,Dy
156,250,4,Dy
275,172,4,Dy
54,51,2,Ag
163,166,4,Dy
42,9,4,Dy
262,281,3,I
169,233,4,Dy
91,341,4,Dy
98,37,4,Dy
20,82,1,As
173,166,1,As
157,183,4,Dy
216,166,4,Dy
20,189,4,Dy
361,245,3,I
232,233,1,As
168,288,3,I
175,188,4,Dy
60,66,1,As
277,244,4,Dy
208,210,1,As
346,350,4,Dy
165,12,1,As
32,16,4,Dy
183,11,1,As
85,329,1,As
207,250,4,Dy
53,12,1,As
163,254,4,Dy
294,168,4,Dy
69,305,4,Dy
207,189,4,Dy
192,293,4,Dy
170,321,1,As
7,321,1,As
228,238,4,Dy
34,288,4,Dy
165,12,3,I
158,223,4,Dy
205,11,4,Dy
346,350,3,I
20,250,4,Dy
244,289,3,I
16,140,1,As
207,9,4,Dy
263,306,4,Dy
61,305,1,As
42,10,4,Dy
189,216,4,Dy
266,161,4,Dy
227,293,4,Dy
207,169,1,As
97,279,1,As
361,354,1,As
243,367,4,Dy
125,109,1,As
68,298,1,As
163,24,4,Dy
122,291,2,Ag
224,258,1,As
230,165,4,Dy
233,171,4,Dy
104,109,1,As
76,72,4,Dy
70,330,3,I
176,288,1,As
88,118,4,Dy
181,2,4,Dy
227,167,4,Dy
227,34,4,Dy
295,253,4,Dy
33,321,1,As
192,221,4,Dy
86,100,4,Dy
179,9,4,Dy
262,9,4,Dy
20,253,4,Dy
227,9,4,Dy
267,26,1,As
179,167,4,Dy
223,257,4,Dy
263,288,1,As
311,291,1,As
295,113,3,I
309,248,4,Dy
285,267,4,Dy
350,126,1,As
269,214,4,Dy
157,230,4,Dy
182,19,3,I
243,253,4,Dy
349,258,1,As
169,212,1,As
268,168,4,Dy
223,247,1,As
269,214,1,As
294,165,4,Dy
32,34,4,Dy
207,171,4,Dy
69,183,4,Dy
304,251,1,As
314,321,1,As
262,13,4,Dy
182,168,4,Dy
323,325,4,Dy
161,246,4,Dy
262,293,4,Dy
181,24,4,Dy
243,189,4,Dy
169,321,1,As
205,183,4,Dy
268,21,4,Dy
210,291,1,As
275,277,4,Dy
9,258,1,As
152,212,1,As
177,168,4,Dy
181,306,4,Dy
181,288,4,Dy
210,181,1,As
171,288,3,I
40,26,3,I
268,280,1,As
113,291,2,Ag
209,214,4,Dy
299,254,4,Dy
158,3,4,Dy
350,369,3,I
207,167,4,Dy
232,3,4,Dy
300,59,4,Dy
347,354,1,As
299,11,4,Dy
214,166,4,Dy
100,121,1,As
98,165,4,Dy
267,250,4,Dy
28,308,4,Dy
169,212,4,Dy
348,245,3,I
179,13,4,Dy
264,172,4,Dy
177,21,4,Dy
210,168,4,Dy
209,210,1,As
230,168,4,Dy
179,188,4,Dy
156,189,4,Dy
182,21,4,Dy
294,21,4,Dy
191,11,1,As
268,165,4,Dy
302,303,1,As
152,212,4,Dy
299,166,4,Dy
99,109,1,As
267,26,4,Dy
269,37,4,Dy
192,22,3,I
97,321,1,As
303,257,2,Ag
156,253,4,Dy
346,248,4,Dy
169,162,4,Dy
243,287,1,As
169,223,4,Dy
162,291,1,As
181,11,4,Dy
262,9,1,As
192,10,1,As
207,171,1,As
296,59,4,Dy
279,264,4,Dy
152,168,4,Dy
157,146,1,As
228,306,4,Dy
8,146,1,As
186,34,4,Dy
233,257,4,Dy
220,15,4,Dy
42,39,4,Dy
33,17,4,Dy
243,188,4,Dy
242,243,3,I
302,171,4,Dy
243,245,3,I
72,258,1,As
175,3,4,Dy
0,258,1,As
212,10,4,Dy
228,288,1,As
346,34,4,Dy
180,21,4,Dy
232,82,1,As
192,10,4,Dy
350,321,1,As
67,60,4,Dy
267,43,4,Dy
207,188,4,Dy
220,291,1,As
232,212,4,Dy
220,15,3,I
19,144,1,As
186,248,4,Dy
175,189,4,Dy
229,230,4,Dy
264,9,4,Dy
169,17,4,Dy
33,82,1,As
149,321,1,As
218,305,4,Dy
226,288,1,As
181,238,4,Dy
231,21,4,Dy
250,251,1,As
153,258,1,As
205,2,4,Dy
68,166,4,Dy
227,248,4,Dy
118,21,4,Dy
19,288,4,Dy
32,248,4,Dy
68,183,4,Dy
98,214,4,Dy
267,189,4,Dy
264,13,4,Dy
39,244,4,Dy
267,253,4,Dy
310,314,4,Dy
163,238,4,Dy
169,82,1,As
82,257,4,Dy
370,371,2,Ag
243,245,1,As
274,26,4,Dy
139,321,1,As
107,109,1,As
274,253,4,Dy
230,21,4,Dy
42,39,1,As
205,254,4,Dy
118,168,4,Dy
366,365,1,As
352,258,1,As
232,17,4,Dy
216,11,4,Dy
179,171,4,Dy
19,24,4,Dy
35,166,4,Dy
296,252,4,Dy
218,191,4,Dy
222,15,4,Dy
295,189,4,Dy
219,2,4,Dy
39,305,4,Dy
275,260,4,Dy
184,16,4,Dy
233,9,4,Dy
117,116,1,As
37,59,4,Dy
216,238,4,Dy
277,221,4,Dy
262,272,1,As
227,13,4,Dy
175,253,4,Dy
19,288,1,As
38,10,4,Dy
337,27,4,Dy
275,260,3,I
85,118,4,Dy
229,191,4,Dy
158,212,4,Dy
212,10,1,As
20,26,4,Dy
366,365,4,Dy
300,252,4,Dy
185,291,2,Ag
148,237,1,As
175,17,4,Dy
329,333,4,Dy
175,82,1,As
157,156,4,Dy
227,13,1,As
277,284,3,I
134,135,1,As
248,140,1,As
228,24,4,Dy
223,171,4,Dy
214,254,4,Dy
287,258,1,As
156,26,4,Dy
32,27,4,Dy
337,248,4,Dy
262,172,4,Dy
152,233,4,Dy
275,271,4,Dy
179,171,1,As
299,2,4,Dy
222,291,2,Ag
210,21,4,Dy
185,15,4,Dy
58,52,2,Ag
361,321,1,As
189,11,1,As
229,146,1,As
228,288,4,Dy
266,10,4,Dy
175,250,4,Dy
363,146,1,As
32,27,3,I
268,291,1,As
161,165,4,Dy
