From,To,Type,Stype
186,185,1,As
180,155,4,Dy
348,358,4,Dy
311,322,4,Dy
69,261,1,As
123,157,1,As
301,275,4,Dy
98,371,1,As
390,383,4,Dy
157,68,4,Dy
307,274,4,Dy
337,342,4,Dy
136,130,1,As
87,100,4,Dy
77,117,4,Dy
171,170,1,As
295,324,2,Ag
289,273,4,Dy
365,366,1,As
316,288,3,I
311,322,1,As
299,275,4,Dy
102,51,3,I
303,256,4,Dy
92,117,4,Dy
91,52,1,As
155,53,3,I
306,342,4,Dy
265,272,2,Ag
395,18,1,As
44,371,1,As
198,225,1,As
46,101,4,Dy
351,372,3,I
110,101,4,Dy
379,166,4,Dy
192,200,1,As
52,82,4,Dy
348,356,1,As
166,78,4,Dy
280,260,1,As
395,39,1,As
243,254,2,Ag
153,154,2,Ag
176,276,1,As
311,274,4,Dy
351,372,4,Dy
175,358,4,Dy
268,273,4,Dy
124,194,3,I
378,357,4,Dy
162,256,4,Dy
395,166,1,As
163,162,4,Dy
290,342,4,Dy
141,182,4,Dy
268,282,1,As
326,261,2,Ag
58,257,4,Dy
57,177,4,Dy
411,405,1,As
195,101,4,Dy
126,261,1,As
306,341,4,Dy
356,371,1,As
162,36,4,Dy
315,289,4,Dy
57,180,4,Dy
58,108,1,As
315,273,4,Dy
384,371,1,As
303,239,4,Dy
159,276,2,Ag
149,199,1,As
314,341,4,Dy
176,260,1,As
348,139,1,As
302,282,1,As
32,17,3,I
92,371,1,As
395,25,1,As
319,312,2,Ag
372,63,4,Dy
77,22,4,Dy
90,51,3,I
395,373,4,Dy
288,273,4,Dy
367,371,1,As
176,358,4,Dy
315,289,3,I
305,322,4,Dy
39,260,1,As
43,372,4,Dy
106,107,1,As
63,51,3,I
333,331,1,As
388,387,4,Dy
180,358,4,Dy
180,160,4,Dy
166,50,1,As
326,296,4,Dy
36,114,4,Dy
168,152,4,Dy
395,56,4,Dy
260,61,1,As
358,22,4,Dy
395,26,1,As
265,179,4,Dy
29,17,3,I
389,387,4,Dy
156,108,1,As
127,154,4,Dy
76,117,4,Dy
295,272,2,Ag
177,276,1,As
395,189,1,As
173,296,4,Dy
267,291,4,Dy
339,274,4,Dy
271,264,1,As
395,68,4,Dy
82,182,4,Dy
57,101,4,Dy
358,371,3,I
378,351,4,Dy
368,72,4,Dy
98,372,4,Dy
348,168,1,As
180,102,4,Dy
281,261,1,As
166,63,4,Dy
292,331,4,Dy
86,117,4,Dy
316,290,4,Dy
74,101,4,Dy
278,280,3,I
88,371,1,As
126,296,4,Dy
395,373,1,As
305,322,1,As
301,342,4,Dy
358,39,4,Dy
299,266,4,Dy
350,348,4,Dy
298,297,4,Dy
286,342,4,Dy
161,52,1,As
377,349,4,Dy
92,372,4,Dy
51,108,1,As
27,17,3,I
126,100,4,Dy
151,208,1,As
88,372,4,Dy
181,261,1,As
108,39,4,Dy
292,296,4,Dy
6,108,1,As
237,275,4,Dy
58,101,4,Dy
265,100,4,Dy
316,342,4,Dy
279,283,3,I
147,371,1,As
71,51,3,I
32,232,1,As
377,375,4,Dy
162,92,4,Dy
118,134,1,As
180,258,1,As
187,134,1,As
307,324,2,Ag
384,372,4,Dy
395,68,1,As
52,36,4,Dy
108,55,3,I
340,236,1,As
367,372,3,I
146,145,1,As
68,114,4,Dy
51,257,4,Dy
180,157,4,Dy
326,268,4,Dy
376,373,4,Dy
286,297,3,I
293,256,4,Dy
371,69,4,Dy
80,136,4,Dy
376,372,1,As
181,296,4,Dy
394,397,3,I
144,182,4,Dy
357,358,4,Dy
54,39,4,Dy
316,341,4,Dy
72,108,1,As
46,88,4,Dy
267,322,4,Dy
268,261,2,Ag
368,71,4,Dy
156,257,4,Dy
322,232,1,As
118,113,1,As
6,136,4,Dy
214,213,1,As
149,100,4,Dy
147,117,4,Dy
41,256,4,Dy
38,261,1,As
54,51,1,As
119,138,3,I
340,273,4,Dy
171,297,4,Dy
377,355,4,Dy
182,52,1,As
395,33,1,As
367,372,4,Dy
40,182,4,Dy
123,256,4,Dy
301,341,4,Dy
46,108,1,As
6,141,4,Dy
348,140,4,Dy
241,260,1,As
392,395,1,As
395,186,1,As
268,296,4,Dy
281,282,1,As
81,155,3,I
322,131,4,Dy
304,272,2,Ag
146,145,4,Dy
72,257,4,Dy
149,148,1,As
110,50,1,As
292,282,1,As
362,199,1,As
25,17,3,I
303,304,1,As
38,296,4,Dy
157,118,4,Dy
150,282,1,As
229,230,1,As
